Transaction_ID;Office;Service_Type;Processing_Time;Status;Feedback;Date
3421;Itsaa Office;car operation authorization;11;Completed;average service;19/01/2026
3422;Youssef El-Seddik Office;motorcycle sale power of attorney;11;Completed;very slow process;26/01/2026
3423;Senores Office;car operation authorization;15;Completed;excellent staff;06/01/2026
3424;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);15;Completed;bad experience;27/01/2026
3425;Fayoum University Office;general power of attorney (tax affairs);14;Completed;no feedback;31/01/2026
3426;El Fayoum Al-Dawahy Office;car operation authorization;12;Pending;satisfied;29/01/2026
3427;Fayoum Model Office;general comprehensive power of attorney (banks & others);14;Completed;satisfied;02/01/2026
3428;El Fayoum Al-Dawahy Office;car sale power of attorney;38.48291949;Pending;satisfied;10/01/2026
3429;Youssef El-Seddik Office;rental contract authentication;27;Pending;bad experience;27/01/2026
3430;Itsaa Office;vehicle inheritance contract;188;Completed;excellent staff;19/01/2026
3431;Fayoum University Office;general comprehensive power of attorney (banks & others);13;Pending;average service;06/01/2026
3432;Senores Office;general power of attorney (tax affairs);15;Pending;very slow process;03/01/2026
3433;El Fayoum Al-Dawahy Office;general power of attorney (court cases);11;Pending;excellent staff;10/01/2026
3434;Fayoum University Office;general power of attorney (tax affairs);15;Completed;bad experience;07/01/2026
3435;Tamiya Office;general power of attorney (court cases);12;Completed;excellent staff;06/01/2026
3436;Al-Breid El-Gon Office;general power of attorney (court cases);13;Completed;good;27/01/2026
3437;Itsaa Office;general power of attorney (court cases);13;Completed;not satisfied;15/01/2026
3438;Al-Breid El-Gon Office;general comprehensive power of attorney (banks & others);10;Pending;good;15/01/2026
3439;Senores Office;vehicle inheritance contract;190;Completed;no feedback;14/01/2026
3440;Senores Office;general comprehensive power of attorney (banks & others);11;Pending;good service;07/01/2026
3441;Youssef El-Seddik Office;rental contract authentication;29;Completed;good;28/01/2026
3442;Itsaa Office;car sale power of attorney;13;Pending;excellent staff;27/01/2026
3443;Senores Office;vehicle inheritance contract;223;Pending;good service;25/01/2026
3444;Senores Office;general comprehensive power of attorney (banks & others);10;Completed;good service;31/01/2026
3445;Tamiya Office;vehicle inheritance contract;200;Completed;bad experience;02/01/2026
3446;Youssef El-Seddik Office;general power of attorney (court cases);11;Pending;no feedback;12/01/2026
3447;Tamiya Office;general comprehensive power of attorney (banks & others);15;Completed;satisfied;28/01/2026
3448;Tamiya Office;motorcycle sale power of attorney;38.48291949;Completed;good;18/01/2026
3449;Fayoum Model Office;car operation authorization;13;Pending;good;07/01/2026
3450;Senores Office;general comprehensive power of attorney (banks & others);13;Completed;good service;23/01/2026
3451;Fayoum Model Office;car sale power of attorney;15;Completed;good;10/01/2026
3452;Youssef El-Seddik Office;car operation authorization;11;Completed;no feedback;25/01/2026
3453;Fayoum University Office;rental contract authentication;30;Completed;good;02/01/2026
3454;Unknown;general power of attorney (court cases);14;Completed;good;29/01/2026
3455;Fayoum University Office;motorcycle sale power of attorney;13;Completed;good service;31/01/2026
3456;Itsaa Office;car sale power of attorney;11;Completed;good;31/01/2026
3457;Fayoum Model Office;general power of attorney (court cases);15;Completed;average service;01/01/2026
3458;Al-Breid El-Gon Office;car sale power of attorney;10;Pending;excellent staff;21/01/2026
3459;Tamiya Office;general power of attorney (court cases);14;Completed;no feedback;10/01/2026
3460;Senores Office;motorcycle sale power of attorney;12;Completed;good;22/01/2026
3461;Tamiya Office;car sale power of attorney;13;Pending;no feedback;02/01/2026
3462;Senores Office;car sale power of attorney;11;Completed;not satisfied;08/01/2026
3463;El Fayoum Al-Dawahy Office;rental contract authentication;23;Completed;very slow process;20/01/2026
3464;Tamiya Office;general power of attorney (tax affairs);12;Completed;average service;12/01/2026
3465;Al-Breid El-Gon Office;general power of attorney (tax affairs);11;Completed;good;17/01/2026
3466;Senores Office;car operation authorization;11;Completed;good;10/01/2026
3467;Senores Office;car sale power of attorney;38.48291949;Pending;excellent staff;21/01/2026
3468;Fayoum University Office;rental contract authentication;38.48291949;Completed;no feedback;07/01/2026
3469;Youssef El-Seddik Office;general power of attorney (court cases);15;Pending;excellent staff;30/01/2026
3470;Senores Office;rental contract authentication;15;Pending;average service;20/01/2026
3471;Fayoum University Office;motorcycle sale power of attorney;14;Pending;good service;18/01/2026
3472;Itsaa Office;general power of attorney (court cases);13;Completed;average service;11/01/2026
3473;Fayoum University Office;rental contract authentication;25;Pending;very slow process;27/01/2026
3474;Al-Breid El-Gon Office;car sale power of attorney;15;Completed;good;22/01/2026
3475;Youssef El-Seddik Office;vehicle inheritance contract;194;Pending;average service;20/01/2026
3476;Tamiya Office;motorcycle sale power of attorney;12;Completed;bad experience;01/01/2026
3477;El Fayoum Al-Dawahy Office;rental contract authentication;17;Pending;satisfied;22/01/2026
3478;Senores Office;car sale power of attorney;10;Pending;good service;22/01/2026
3479;Fayoum Model Office;general power of attorney (court cases);38.48291949;Completed;excellent staff;22/01/2026
3480;Youssef El-Seddik Office;rental contract authentication;27;Pending;very slow process;08/01/2026
3481;Unknown;vehicle inheritance contract;195;Completed;satisfied;05/01/2026
3482;El Fayoum Al-Dawahy Office;motorcycle sale power of attorney;11;Completed;average service;17/01/2026
3483;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);11;Pending;not satisfied;17/01/2026
3484;Al-Breid El-Gon Office;vehicle inheritance contract;214;Pending;average service;01/01/2026
3485;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);13;Completed;no feedback;05/01/2026
3486;Al-Breid El-Gon Office;motorcycle sale power of attorney;15;Completed;satisfied;05/01/2026
3487;Tamiya Office;rental contract authentication;23;Completed;average service;01/01/2026
3488;Itsaa Office;general comprehensive power of attorney (banks & others);13;Pending;no feedback;10/01/2026
3489;Al-Breid El-Gon Office;motorcycle sale power of attorney;13;Pending;very slow process;19/01/2026
3490;Al-Breid El-Gon Office;car sale power of attorney;10;Completed;average service;17/01/2026
3491;Youssef El-Seddik Office;general power of attorney (tax affairs);12;Completed;average service;31/01/2026
3492;Itsaa Office;car operation authorization;13;Pending;good service;10/01/2026
3493;Tamiya Office;car sale power of attorney;11;Pending;good;27/01/2026
3494;Fayoum Model Office;motorcycle sale power of attorney;10;Completed;good;23/01/2026
3495;Fayoum Model Office;car sale power of attorney;15;Completed;excellent staff;05/01/2026
3496;Fayoum University Office;general comprehensive power of attorney (banks & others);14;Completed;average service;23/01/2026
3497;Fayoum University Office;motorcycle sale power of attorney;12;Pending;satisfied;02/01/2026
3498;Fayoum Model Office;motorcycle sale power of attorney;10;Pending;good service;07/01/2026
3499;Youssef El-Seddik Office;general power of attorney (tax affairs);14;Completed;average service;28/01/2026
3500;Fayoum University Office;vehicle inheritance contract;232;Completed;good service;14/01/2026
3501;Unknown;general power of attorney (court cases);15;Completed;not satisfied;02/01/2026
3502;Fayoum University Office;general comprehensive power of attorney (banks & others);13;Completed;good;09/01/2026
3503;Senores Office;general power of attorney (court cases);15;Pending;satisfied;01/01/2026
3504;Fayoum Model Office;motorcycle sale power of attorney;13;Pending;satisfied;10/01/2026
3505;Itsaa Office;general comprehensive power of attorney (banks & others);13;Completed;good service;06/01/2026
3506;Senores Office;car sale power of attorney;10;Completed;good service;09/01/2026
3507;Itsaa Office;car sale power of attorney;10;Completed;very slow process;13/01/2026
3508;Tamiya Office;vehicle inheritance contract;214;Completed;not satisfied;27/01/2026
3509;Youssef El-Seddik Office;vehicle inheritance contract;239;Completed;good;18/01/2026
3510;Fayoum University Office;rental contract authentication;27;Completed;no feedback;01/01/2026
3511;El Fayoum Al-Dawahy Office;rental contract authentication;29;Pending;no feedback;28/01/2026
3512;Fayoum Model Office;rental contract authentication;16;Completed;good service;17/01/2026
3513;Al-Breid El-Gon Office;motorcycle sale power of attorney;12;Pending;good;13/01/2026
3514;Fayoum Model Office;motorcycle sale power of attorney;10;Completed;no feedback;11/01/2026
3515;Fayoum University Office;general power of attorney (tax affairs);15;Pending;good;02/01/2026
3516;Tamiya Office;motorcycle sale power of attorney;12;Completed;bad experience;19/01/2026
3517;Itsaa Office;rental contract authentication;25;Completed;not satisfied;19/01/2026
3518;Itsaa Office;general power of attorney (tax affairs);12;Completed;bad experience;21/01/2026
3519;Fayoum Model Office;vehicle inheritance contract;206;Completed;bad experience;10/01/2026
3520;Fayoum University Office;general comprehensive power of attorney (banks & others);11;Pending;excellent staff;19/01/2026
3521;Itsaa Office;vehicle inheritance contract;235;Completed;very slow process;06/01/2026
3522;Senores Office;motorcycle sale power of attorney;15;Pending;average service;24/01/2026
3523;Itsaa Office;vehicle inheritance contract;217;Completed;satisfied;11/01/2026
3524;Unknown;general power of attorney (court cases);15;Completed;no feedback;24/01/2026
3525;El Fayoum Al-Dawahy Office;rental contract authentication;18;Pending;very slow process;29/01/2026
3526;Unknown;general comprehensive power of attorney (banks & others);14;Pending;satisfied;02/01/2026
3527;Tamiya Office;general power of attorney (court cases);15;Completed;good;04/01/2026
3528;Itsaa Office;car operation authorization;12;Completed;not satisfied;04/01/2026
3529;El Fayoum Al-Dawahy Office;car operation authorization;12;Completed;excellent staff;29/01/2026
3530;Tamiya Office;general power of attorney (tax affairs);15;Pending;good service;04/01/2026
3531;Itsaa Office;general power of attorney (tax affairs);15;Pending;satisfied;12/01/2026
3532;Tamiya Office;general power of attorney (tax affairs);12;Completed;good;31/01/2026
3533;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);13;Completed;excellent staff;20/01/2026
3534;Itsaa Office;car sale power of attorney;10;Pending;good;13/01/2026
3535;Senores Office;general power of attorney (tax affairs);10;Completed;average service;12/01/2026
3536;Tamiya Office;general power of attorney (court cases);38.48291949;Completed;good;02/01/2026
3537;Senores Office;car operation authorization;11;Pending;very slow process;13/01/2026
3538;Tamiya Office;general power of attorney (tax affairs);15;Pending;not satisfied;01/01/2026
3539;Youssef El-Seddik Office;general power of attorney (tax affairs);15;Pending;average service;11/01/2026
3540;Youssef El-Seddik Office;general power of attorney (tax affairs);10;Completed;good service;09/01/2026
3541;Itsaa Office;rental contract authentication;17;Completed;average service;08/01/2026
3542;Fayoum Model Office;general power of attorney (tax affairs);15;Completed;good;10/01/2026
3543;Senores Office;general power of attorney (tax affairs);12;Completed;very slow process;17/01/2026
3544;El Fayoum Al-Dawahy Office;general power of attorney (court cases);12;Completed;not satisfied;29/01/2026
3545;Tamiya Office;motorcycle sale power of attorney;11;Pending;good service;02/01/2026
3546;Tamiya Office;motorcycle sale power of attorney;12;Completed;good service;14/01/2026
3547;Fayoum Model Office;car sale power of attorney;38.48291949;Completed;average service;20/01/2026
3548;Itsaa Office;car sale power of attorney;13;Completed;excellent staff;03/01/2026
3549;El Fayoum Al-Dawahy Office;general power of attorney (court cases);13;Pending;good;07/01/2026
3550;Itsaa Office;car operation authorization;14;Completed;no feedback;20/01/2026
3551;Fayoum Model Office;car operation authorization;15;Pending;excellent staff;27/01/2026
3552;Unknown;car operation authorization;10;Completed;very slow process;16/01/2026
3553;Senores Office;car operation authorization;12;Pending;satisfied;29/01/2026
3554;Al-Breid El-Gon Office;car sale power of attorney;13;Completed;excellent staff;20/01/2026
3555;Senores Office;car operation authorization;10;Completed;bad experience;13/01/2026
3556;El Fayoum Al-Dawahy Office;general comprehensive power of attorney (banks & others);13;Completed;not satisfied;30/01/2026
3557;Youssef El-Seddik Office;motorcycle sale power of attorney;12;Completed;not satisfied;20/01/2026
3558;Fayoum University Office;motorcycle sale power of attorney;13;Pending;very slow process;08/01/2026
3559;Tamiya Office;car sale power of attorney;15;Completed;no feedback;19/01/2026
3560;Itsaa Office;car operation authorization;15;Pending;no feedback;09/01/2026
3561;Itsaa Office;vehicle inheritance contract;232;Completed;good;24/01/2026
3562;Fayoum Model Office;rental contract authentication;27;Completed;no feedback;27/01/2026
3563;Itsaa Office;vehicle inheritance contract;215;Completed;excellent staff;16/01/2026
3564;Itsaa Office;motorcycle sale power of attorney;10;Completed;bad experience;27/01/2026
3565;Senores Office;general power of attorney (court cases);15;Completed;satisfied;22/01/2026
3566;Itsaa Office;vehicle inheritance contract;188;Completed;not satisfied;01/01/2026
3567;Itsaa Office;vehicle inheritance contract;212;Completed;very slow process;12/01/2026
3568;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);13;Completed;not satisfied;25/01/2026
3569;Al-Breid El-Gon Office;motorcycle sale power of attorney;10;Pending;not satisfied;26/01/2026
3570;Tamiya Office;general power of attorney (court cases);15;Pending;bad experience;01/01/2026
3571;Tamiya Office;car sale power of attorney;12;Completed;good;11/01/2026
3572;Itsaa Office;motorcycle sale power of attorney;14;Pending;satisfied;25/01/2026
3573;Fayoum Model Office;rental contract authentication;17;Pending;bad experience;05/01/2026
3574;Youssef El-Seddik Office;rental contract authentication;23;Completed;very slow process;14/01/2026
3575;Fayoum Model Office;car operation authorization;12;Pending;average service;24/01/2026
3576;El Fayoum Al-Dawahy Office;vehicle inheritance contract;193;Completed;bad experience;29/01/2026
3577;Senores Office;vehicle inheritance contract;209;Completed;excellent staff;03/01/2026
3578;Fayoum Model Office;general comprehensive power of attorney (banks & others);10;Pending;very slow process;03/01/2026
3579;Itsaa Office;car sale power of attorney;13;Pending;not satisfied;25/01/2026
3580;Fayoum Model Office;general power of attorney (tax affairs);12;Completed;good;17/01/2026
3581;Fayoum Model Office;vehicle inheritance contract;183;Completed;no feedback;23/01/2026
3582;Fayoum University Office;general comprehensive power of attorney (banks & others);38.48291949;Completed;satisfied;19/01/2026
3583;Youssef El-Seddik Office;car operation authorization;11;Completed;satisfied;04/01/2026
3584;Fayoum University Office;rental contract authentication;23;Completed;not satisfied;25/01/2026
3585;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);14;Pending;no feedback;18/01/2026
3586;Fayoum Model Office;vehicle inheritance contract;225;Pending;very slow process;03/01/2026
3587;Fayoum University Office;rental contract authentication;20;Completed;satisfied;30/01/2026
3588;Fayoum Model Office;rental contract authentication;23;Completed;bad experience;11/01/2026
3589;Senores Office;general power of attorney (court cases);14;Pending;no feedback;18/01/2026
3590;Youssef El-Seddik Office;car operation authorization;15;Pending;excellent staff;09/01/2026
3591;Youssef El-Seddik Office;general power of attorney (tax affairs);10;Pending;no feedback;30/01/2026
3592;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);15;Pending;excellent staff;24/01/2026
3593;Senores Office;car operation authorization;13;Pending;average service;02/01/2026
3594;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);12;Completed;good;21/01/2026
3595;Youssef El-Seddik Office;car sale power of attorney;12;Completed;not satisfied;05/01/2026
3596;Itsaa Office;general comprehensive power of attorney (banks & others);15;Pending;good;02/01/2026
3597;Senores Office;motorcycle sale power of attorney;11;Pending;average service;11/01/2026
3598;Al-Breid El-Gon Office;rental contract authentication;19;Pending;average service;01/01/2026
3599;El Fayoum Al-Dawahy Office;general comprehensive power of attorney (banks & others);14;Completed;excellent staff;30/01/2026
3600;Fayoum Model Office;rental contract authentication;19;Completed;not satisfied;29/01/2026
3601;Fayoum University Office;rental contract authentication;30;Pending;good;17/01/2026
3602;Fayoum Model Office;general power of attorney (tax affairs);13;Pending;not satisfied;12/01/2026
3603;Itsaa Office;car sale power of attorney;14;Completed;bad experience;14/01/2026
3604;Tamiya Office;vehicle inheritance contract;182;Completed;not satisfied;31/01/2026
3605;Tamiya Office;car sale power of attorney;13;Pending;good service;24/01/2026
3606;Fayoum Model Office;rental contract authentication;15;Completed;excellent staff;16/01/2026
3607;Al-Breid El-Gon Office;vehicle inheritance contract;232;Completed;satisfied;15/01/2026
3608;Al-Breid El-Gon Office;general power of attorney (court cases);14;Pending;bad experience;30/01/2026
3609;El Fayoum Al-Dawahy Office;vehicle inheritance contract;188;Completed;excellent staff;07/01/2026
3610;Itsaa Office;car sale power of attorney;14;Pending;good service;12/01/2026
3611;Tamiya Office;rental contract authentication;23;Completed;very slow process;12/01/2026
3612;Tamiya Office;car operation authorization;13;Completed;no feedback;23/01/2026
3613;El Fayoum Al-Dawahy Office;motorcycle sale power of attorney;12;Completed;bad experience;27/01/2026
3614;Itsaa Office;general comprehensive power of attorney (banks & others);10;Completed;bad experience;10/01/2026
3615;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);11;Pending;good;09/01/2026
3616;Itsaa Office;car sale power of attorney;10;Completed;very slow process;31/01/2026
3617;Itsaa Office;motorcycle sale power of attorney;14;Completed;average service;24/01/2026
3618;Fayoum Model Office;general power of attorney (court cases);13;Pending;no feedback;11/01/2026
3619;Senores Office;general comprehensive power of attorney (banks & others);15;Pending;no feedback;27/01/2026
3620;Tamiya Office;general comprehensive power of attorney (banks & others);13;Pending;not satisfied;04/01/2026
3621;Senores Office;motorcycle sale power of attorney;15;Pending;no feedback;31/01/2026
3622;Fayoum University Office;vehicle inheritance contract;226;Completed;average service;03/01/2026
3623;Al-Breid El-Gon Office;rental contract authentication;29;Pending;no feedback;20/01/2026
3624;Tamiya Office;rental contract authentication;23;Pending;excellent staff;05/01/2026
3625;Senores Office;car operation authorization;12;Pending;not satisfied;09/01/2026
3626;Fayoum University Office;motorcycle sale power of attorney;11;Completed;excellent staff;09/01/2026
3627;Fayoum University Office;car operation authorization;13;Completed;good service;20/01/2026
3628;Fayoum University Office;motorcycle sale power of attorney;14;Pending;average service;22/01/2026
3629;Tamiya Office;general comprehensive power of attorney (banks & others);15;Pending;very slow process;10/01/2026
3630;Fayoum Model Office;general power of attorney (court cases);14;Pending;good service;28/01/2026
3631;Itsaa Office;general power of attorney (court cases);12;Pending;good;21/01/2026
3632;Fayoum University Office;motorcycle sale power of attorney;15;Completed;good service;09/01/2026
3633;El Fayoum Al-Dawahy Office;vehicle inheritance contract;199;Pending;good service;26/01/2026
3634;El Fayoum Al-Dawahy Office;rental contract authentication;23;Pending;good service;31/01/2026
3635;Al-Breid El-Gon Office;general power of attorney (tax affairs);14;Completed;very slow process;15/01/2026
3636;El Fayoum Al-Dawahy Office;vehicle inheritance contract;230;Pending;no feedback;22/01/2026
3637;Fayoum Model Office;general comprehensive power of attorney (banks & others);13;Pending;bad experience;19/01/2026
3638;Youssef El-Seddik Office;general power of attorney (tax affairs);13;Pending;good;24/01/2026
3639;Youssef El-Seddik Office;motorcycle sale power of attorney;13;Completed;excellent staff;29/01/2026
3640;Fayoum University Office;vehicle inheritance contract;183;Pending;bad experience;31/01/2026
3641;Youssef El-Seddik Office;car operation authorization;15;Completed;satisfied;14/01/2026
3642;Al-Breid El-Gon Office;general power of attorney (tax affairs);13;Pending;not satisfied;03/01/2026
3643;El Fayoum Al-Dawahy Office;car sale power of attorney;14;Completed;very slow process;02/01/2026
3644;Youssef El-Seddik Office;general power of attorney (court cases);12;Pending;good;20/01/2026
3645;Al-Breid El-Gon Office;car sale power of attorney;15;Completed;not satisfied;04/01/2026
3646;Youssef El-Seddik Office;rental contract authentication;26;Completed;not satisfied;22/01/2026
3647;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);11;Pending;good service;24/01/2026
3648;Tamiya Office;car sale power of attorney;38.48291949;Pending;good service;18/01/2026
3649;Fayoum Model Office;rental contract authentication;25;Completed;good service;29/01/2026
3650;Tamiya Office;motorcycle sale power of attorney;10;Pending;satisfied;19/01/2026
3651;Tamiya Office;vehicle inheritance contract;180;Pending;good;23/01/2026
3652;Tamiya Office;vehicle inheritance contract;187;Pending;not satisfied;17/01/2026
3653;Fayoum Model Office;motorcycle sale power of attorney;15;Pending;bad experience;22/01/2026
3654;Fayoum Model Office;general comprehensive power of attorney (banks & others);15;Pending;satisfied;09/01/2026
3655;El Fayoum Al-Dawahy Office;vehicle inheritance contract;38.48291949;Completed;good;27/01/2026
3656;Fayoum Model Office;car sale power of attorney;10;Pending;not satisfied;29/01/2026
3657;Senores Office;general power of attorney (court cases);11;Completed;very slow process;28/01/2026
3658;Senores Office;car operation authorization;10;Completed;good service;22/01/2026
3659;Al-Breid El-Gon Office;rental contract authentication;27;Pending;very slow process;01/01/2026
3660;Tamiya Office;car operation authorization;13;Completed;satisfied;30/01/2026
3661;Tamiya Office;vehicle inheritance contract;185;Completed;very slow process;08/01/2026
3662;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);11;Completed;no feedback;07/01/2026
3663;Fayoum Model Office;car operation authorization;12;Completed;bad experience;29/01/2026
3664;Tamiya Office;general comprehensive power of attorney (banks & others);12;Completed;good;17/01/2026
3665;Fayoum University Office;car operation authorization;13;Pending;satisfied;18/01/2026
3666;Youssef El-Seddik Office;motorcycle sale power of attorney;11;Completed;good service;26/01/2026
3667;Senores Office;general comprehensive power of attorney (banks & others);10;Pending;no feedback;23/01/2026
3668;Youssef El-Seddik Office;motorcycle sale power of attorney;10;Completed;not satisfied;16/01/2026
3669;Tamiya Office;rental contract authentication;27;Completed;satisfied;28/01/2026
3670;Tamiya Office;car operation authorization;14;Completed;bad experience;24/01/2026
3671;Tamiya Office;general comprehensive power of attorney (banks & others);10;Completed;average service;15/01/2026
3672;Fayoum University Office;rental contract authentication;38.48291949;Completed;excellent staff;29/01/2026
3673;Fayoum Model Office;vehicle inheritance contract;219;Pending;no feedback;07/01/2026
3674;Al-Breid El-Gon Office;motorcycle sale power of attorney;15;Pending;excellent staff;08/01/2026
3675;Itsaa Office;general power of attorney (court cases);12;Completed;bad experience;11/01/2026
3676;Al-Breid El-Gon Office;car sale power of attorney;14;Pending;excellent staff;04/01/2026
3677;Senores Office;general comprehensive power of attorney (banks & others);13;Completed;satisfied;10/01/2026
3678;Tamiya Office;car sale power of attorney;10;Completed;satisfied;13/01/2026
3679;Youssef El-Seddik Office;rental contract authentication;27;Completed;average service;12/01/2026
3680;Fayoum Model Office;car operation authorization;14;Completed;good service;15/01/2026
3681;El Fayoum Al-Dawahy Office;motorcycle sale power of attorney;15;Pending;good service;18/01/2026
3682;Al-Breid El-Gon Office;motorcycle sale power of attorney;10;Pending;not satisfied;19/01/2026
3683;Fayoum University Office;rental contract authentication;28;Completed;bad experience;14/01/2026
3684;Unknown;general power of attorney (court cases);10;Pending;excellent staff;30/01/2026
3685;El Fayoum Al-Dawahy Office;car sale power of attorney;15;Pending;not satisfied;01/01/2026
3686;Tamiya Office;rental contract authentication;22;Pending;good service;21/01/2026
3687;El Fayoum Al-Dawahy Office;general power of attorney (court cases);12;Completed;satisfied;26/01/2026
3688;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);13;Completed;satisfied;12/01/2026
3689;Itsaa Office;general power of attorney (tax affairs);13;Pending;good;17/01/2026
3690;Senores Office;rental contract authentication;15;Pending;excellent staff;22/01/2026
3691;Senores Office;general power of attorney (court cases);11;Pending;average service;09/01/2026
3692;Senores Office;motorcycle sale power of attorney;14;Pending;not satisfied;05/01/2026
3693;Fayoum University Office;car sale power of attorney;14;Completed;excellent staff;22/01/2026
3694;Itsaa Office;general power of attorney (tax affairs);10;Pending;good;30/01/2026
3695;Tamiya Office;general comprehensive power of attorney (banks & others);15;Completed;good service;30/01/2026
3696;Tamiya Office;general power of attorney (tax affairs);11;Completed;average service;04/01/2026
3697;Senores Office;car operation authorization;12;Pending;satisfied;31/01/2026
3698;Itsaa Office;car operation authorization;15;Completed;good;05/01/2026
3699;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);15;Completed;not satisfied;02/01/2026
3700;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);10;Completed;good service;03/01/2026
3701;Senores Office;general power of attorney (tax affairs);10;Completed;bad experience;05/01/2026
3702;Youssef El-Seddik Office;general power of attorney (tax affairs);14;Pending;no feedback;22/01/2026
3703;Itsaa Office;rental contract authentication;15;Completed;excellent staff;26/01/2026
3704;Al-Breid El-Gon Office;vehicle inheritance contract;220;Completed;good;17/01/2026
3705;El Fayoum Al-Dawahy Office;general comprehensive power of attorney (banks & others);10;Completed;average service;06/01/2026
3706;Fayoum Model Office;general comprehensive power of attorney (banks & others);38.48291949;Completed;excellent staff;22/01/2026
3707;Itsaa Office;general comprehensive power of attorney (banks & others);38.48291949;Pending;good;24/01/2026
3708;Tamiya Office;general comprehensive power of attorney (banks & others);12;Pending;not satisfied;25/01/2026
3709;Fayoum Model Office;vehicle inheritance contract;218;Pending;good;12/01/2026
3710;Fayoum University Office;car operation authorization;10;Pending;good;01/01/2026
3711;Tamiya Office;car sale power of attorney;14;Pending;good service;27/01/2026
3712;Fayoum Model Office;general power of attorney (tax affairs);12;Completed;good service;05/01/2026
3713;Senores Office;general power of attorney (court cases);15;Completed;good service;27/01/2026
3714;El Fayoum Al-Dawahy Office;motorcycle sale power of attorney;12;Completed;good service;11/01/2026
3715;Youssef El-Seddik Office;car sale power of attorney;12;Completed;no feedback;21/01/2026
3716;Senores Office;general power of attorney (tax affairs);38.48291949;Pending;excellent staff;29/01/2026
3717;Fayoum University Office;car sale power of attorney;15;Pending;no feedback;12/01/2026
3718;Al-Breid El-Gon Office;car sale power of attorney;14;Completed;good;30/01/2026
3719;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);10;Pending;bad experience;18/01/2026
3720;Senores Office;car sale power of attorney;13;Completed;not satisfied;26/01/2026
3721;Tamiya Office;car sale power of attorney;38.48291949;Completed;average service;10/01/2026
3722;Al-Breid El-Gon Office;vehicle inheritance contract;191;Pending;average service;17/01/2026
3723;Youssef El-Seddik Office;vehicle inheritance contract;187;Pending;no feedback;24/01/2026
3724;Fayoum Model Office;general power of attorney (tax affairs);14;Pending;no feedback;14/01/2026
3725;Senores Office;rental contract authentication;19;Completed;bad experience;01/01/2026
3726;El Fayoum Al-Dawahy Office;general comprehensive power of attorney (banks & others);14;Completed;average service;11/01/2026
3727;Fayoum University Office;car operation authorization;13;Pending;satisfied;20/01/2026
3728;Fayoum Model Office;rental contract authentication;27;Completed;good service;01/01/2026
3729;Fayoum University Office;rental contract authentication;30;Pending;average service;22/01/2026
3730;Fayoum Model Office;vehicle inheritance contract;212;Pending;average service;27/01/2026
3731;Itsaa Office;rental contract authentication;27;Completed;excellent staff;22/01/2026
3732;Youssef El-Seddik Office;general power of attorney (tax affairs);11;Pending;satisfied;18/01/2026
3733;Senores Office;car sale power of attorney;13;Pending;good service;25/01/2026
3734;Itsaa Office;car operation authorization;11;Completed;good;03/01/2026
3735;Fayoum University Office;car operation authorization;14;Completed;good;22/01/2026
3736;Fayoum Model Office;motorcycle sale power of attorney;10;Completed;very slow process;28/01/2026
3737;Senores Office;car sale power of attorney;12;Pending;no feedback;26/01/2026
3738;El Fayoum Al-Dawahy Office;car sale power of attorney;15;Completed;bad experience;25/01/2026
3739;Fayoum Model Office;motorcycle sale power of attorney;15;Completed;good;08/01/2026
3740;Itsaa Office;car operation authorization;14;Pending;not satisfied;15/01/2026
3741;Al-Breid El-Gon Office;vehicle inheritance contract;226;Completed;excellent staff;22/01/2026
3742;Al-Breid El-Gon Office;general comprehensive power of attorney (banks & others);10;Pending;average service;28/01/2026
3743;Fayoum University Office;car operation authorization;38.48291949;Completed;very slow process;20/01/2026
3744;Youssef El-Seddik Office;rental contract authentication;16;Completed;bad experience;15/01/2026
3745;Tamiya Office;car sale power of attorney;38.48291949;Completed;good;10/01/2026
3746;Senores Office;general power of attorney (court cases);11;Completed;average service;27/01/2026
3747;Youssef El-Seddik Office;general power of attorney (tax affairs);13;Completed;not satisfied;03/01/2026
3748;Tamiya Office;car operation authorization;15;Pending;not satisfied;04/01/2026
3749;Fayoum University Office;vehicle inheritance contract;212;Completed;average service;25/01/2026
3750;Al-Breid El-Gon Office;general comprehensive power of attorney (banks & others);13;Pending;good;16/01/2026
3751;Itsaa Office;rental contract authentication;16;Pending;good service;10/01/2026
3752;Tamiya Office;general comprehensive power of attorney (banks & others);14;Completed;bad experience;26/01/2026
3753;Tamiya Office;rental contract authentication;17;Pending;no feedback;15/01/2026
3754;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);13;Completed;good service;16/01/2026
